name,domain,segment,mass_kg,power_density_w_per_kg,luminosity_w,mdot_kg_s,mass_msun,radius_m,eta,track,phi_source,mass_kg_err,power_density_w_per_kg_lo,power_density_w_per_kg_hi,reference,data_source
sit & wait,biology,Multicellular,3.2e-06,0.44,1.41e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,4.5e-06,0.35,1.58e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,7.5e-06,0.26,1.95e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.07e-05,0.33,3.53e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,5.6e-06,0.29,1.62e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.32e-05,0.2,2.64e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,7.02e-05,0.14,9.83e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.000313,0.1,3.13e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.009,0.18,0.00162,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.00016,0.31,4.96e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.002,0.25,0.0005,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.00057,0.23,0.000131,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.00066,0.35,0.000231,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0053,0.25,0.00133,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.006,0.28,0.00168,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.015,0.14,0.0021,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0005,0.24,0.00012,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.028,0.019,0.000532,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.1,0.032,0.0032,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.053,0.027,0.00143,,,,,,tabulated_erd,,,,,van Duin (2024)
H.u.,biology,Multicellular,0.0076,158.0,1.2,,,,,,tabulated_erd,,,,"Y. Winter and O. von Helversen, “The energy cost of flight - do small bats fly more cheaply than birds?”, J. Comp. Physiol. B, 168 (1998) 105.",van Duin (2024)
G.c.,biology,Multicellular,0.0086,143.0,1.23,,,,,,tabulated_erd,,,,,van Duin (2024)
H.u.,biology,Multicellular,0.0098,144.0,1.41,,,,,,tabulated_erd,,,,,van Duin (2024)
G.s.,biology,Multicellular,0.0114,143.0,1.63,,,,,,tabulated_erd,,,,,van Duin (2024)
G.l.,biology,Multicellular,0.0158,124.0,1.96,,,,,,tabulated_erd,,,,,van Duin (2024)
G.l.,biology,Multicellular,0.0169,118.0,1.99,,,,,,tabulated_erd,,,,,van Duin (2024)
C.m.,biology,Multicellular,0.0189,130.0,2.45,,,,,,tabulated_erd,,,,,van Duin (2024)
C.m.,biology,Multicellular,0.0202,133.0,2.69,,,,,,tabulated_erd,,,,,van Duin (2024)
L.c.,biology,Multicellular,0.0282,112.0,3.16,,,,,,tabulated_erd,,,,,van Duin (2024)
H.u.,biology,Multicellular,0.0076,25.0,0.19,,,,,,tabulated_erd,,,,"Y. Winter and O. von Helversen, “The energy cost of flight - do small bats fly more cheaply than birds?”, J. Comp. Physiol. B, 168 (1998) 105.",van Duin (2024)
G.c.,biology,Multicellular,0.0086,29.1,0.25,,,,,,tabulated_erd,,,,,van Duin (2024)
H.u.,biology,Multicellular,0.0098,27.6,0.27,,,,,,tabulated_erd,,,,,van Duin (2024)
G.s.,biology,Multicellular,0.0114,23.7,0.27,,,,,,tabulated_erd,,,,,van Duin (2024)
G.l.,biology,Multicellular,0.0158,24.1,0.38,,,,,,tabulated_erd,,,,,van Duin (2024)
G.l.,biology,Multicellular,0.0169,25.4,0.43,,,,,,tabulated_erd,,,,,van Duin (2024)
C.m.,biology,Multicellular,0.0189,27.0,0.51,,,,,,tabulated_erd,,,,,van Duin (2024)
C.m.,biology,Multicellular,0.0202,26.2,0.53,,,,,,tabulated_erd,,,,,van Duin (2024)
L.c.,biology,Multicellular,0.0282,36.5,1.03,,,,,,tabulated_erd,,,,,van Duin (2024)
Rhinolophus mehelyi,biology,Multicellular,0.0107,160.0,1.71,,,,,,tabulated_erd,,,,"C.C. Voight et al., “Perch-hunting in insectivorous Rhinolophus bats is related to the high energy costs of manoeuvring in flight”, J, Comp, Physiol. B 180, (2010) 1079.",van Duin (2024)
Rhinolophus euryale,biology,Multicellular,0.013,201.0,2.61,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,1e-05,28.3,0.000283,,,,,,tabulated_erd,,,,"C.C. Grula et al., “Body size allometry impacts flight-related morphology and metabolic rates in the solitary bee Megachile rotundata”, J. Insect Physiol., 133 (2021) 104275.",van Duin (2024)
upper,biology,Multicellular,3.98e-05,31.7,0.00126,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,1e-05,9.34,9.34e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,3.98e-05,5.4,0.000215,,,,,,tabulated_erd,,,,,van Duin (2024)
T in °C/RH = 28/50,biology,Multicellular,71.1,1.21,86.0,,,,,,tabulated_erd,,,,"M.E.T. Henderson, D. Brayson, and L.G. Halsey, ""The cardio-respiratory effects of passive heating and the human thermoneutral zone"", Physiol. Rep. (2021) 9:e14973",van Duin (2024)
40/25,biology,Multicellular,71.1,1.59,113.0,,,,,,tabulated_erd,,,,,van Duin (2024)
40/50,biology,Multicellular,71.1,1.53,109.0,,,,,,tabulated_erd,,,,,van Duin (2024)
50/25,biology,Multicellular,71.1,1.65,118.0,,,,,,tabulated_erd,,,,,van Duin (2024)
50/50,biology,Multicellular,71.1,1.85,131.0,,,,,,tabulated_erd,,,,,van Duin (2024)
basal metabolic rate,biology,Multicellular,75.0,1.33,100.0,,,,,,tabulated_erd,,,,https://en.wikipedia.org/wiki/Orders_of_magnitude_(power),van Duin (2024)
hand cranking,biology,Multicellular,75.0,0.107,8.0,,,,,,tabulated_erd,,,,,van Duin (2024)
cycling,biology,Multicellular,75.0,2.67,200.0,,,,,,tabulated_erd,,,,,van Duin (2024)
physical hard work,biology,Multicellular,75.0,6.67,500.0,,,,,,tabulated_erd,,,,,van Duin (2024)
healthy human during a 30 s cycle sprint at 30 C,biology,Multicellular,75.0,12.1,909.0,,,,,,tabulated_erd,,,,,van Duin (2024)
short-time power output of sprinting professional cyclists and weightlifters doing snatch lifts,biology,Multicellular,80.0,25.0,2000.0,,,,,,tabulated_erd,,,,,van Duin (2024)
world best runners,biology,Multicellular,70.0,6.4,448.0,,,,,,tabulated_erd,,,,"https://blog.stryd.com/2020/01/10/how-to-calculate-your-race-time-from-your-target-power/#:~:text=The%20specific%20power%20P%2Fm,value%20around%203%20Watts%2Fkg.",van Duin (2024)
recreational runners,biology,Multicellular,80.0,3.0,240.0,,,,,,tabulated_erd,,,,,van Duin (2024)
minimum,biology,Multicellular,74.4,22.7,1690.0,,,,,,tabulated_erd,,,,"J.B. Morin et al, ""Mechanical determinants of 100-m sprint running performance"", Eur. J. Appl. Physiol. 112 (2012) 3921",van Duin (2024)
average,biology,Multicellular,72.6,16.0,1160.0,,,,,,tabulated_erd,,,,,van Duin (2024)
maximum,biology,Multicellular,81.0,31.1,2520.0,,,,,,tabulated_erd,,,,,van Duin (2024)
minimum,biology,Multicellular,74.4,18.1,1350.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
average,biology,Multicellular,72.6,11.1,806.0,,,,,,tabulated_erd,,,,,van Duin (2024)
maximum,biology,Multicellular,81.0,25.5,2070.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Berlin (2009): maximum,biology,Multicellular,86.0,32.8,2830.0,,,,,,tabulated_erd,,,,"O. Helene and M.T. Yamashita, “The force, power and energy of the 100 meter sprint”, Am. J. Phys., 78 (2010) 307.",van Duin (2024)
average,biology,Multicellular,86.0,14.0,1200.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
Bejing (2008): maximum,biology,Multicellular,86.0,34.3,2950.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
average,biology,Multicellular,86.0,13.9,1200.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
professional: 5 min,biology,Multicellular,65.0,7.0,455.0,,,,,,tabulated_erd,,,,https://www.cyclingweekly.com/fitness/training/the-importance-of-power-to-weight-and-how-to-improve-yours-164589,van Duin (2024)
20 min,biology,Multicellular,65.0,6.1,397.0,,,,,,tabulated_erd,,,,,van Duin (2024)
1 hr,biology,Multicellular,65.0,6.0,390.0,,,,,,tabulated_erd,,,,,van Duin (2024)
amateur: 5 min,biology,Multicellular,72.5,3.7,268.0,,,,,,tabulated_erd,,,,,van Duin (2024)
20 min,biology,Multicellular,72.5,3.3,239.0,,,,,,tabulated_erd,,,,,van Duin (2024)
1 hr,biology,Multicellular,72.5,3.0,218.0,,,,,,tabulated_erd,,,,,van Duin (2024)
recreational: 5 min,biology,Multicellular,80.0,2.5,200.0,,,,,,tabulated_erd,,,,,van Duin (2024)
20 min,biology,Multicellular,80.0,2.1,168.0,,,,,,tabulated_erd,,,,,van Duin (2024)
1 hr,biology,Multicellular,80.0,1.8,144.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Sam Bennett (road): peak,biology,Multicellular,73.0,20.3,1480.0,,,,,,tabulated_erd,,,,https://www.cyclingweekly.com/news/racing/data-reveals-the-most-powerful-sprints-of-2018-and-the-numbers-are-pretty-mind-blowing-359140,van Duin (2024)
average,biology,Multicellular,73.0,14.7,1070.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Elia Viviani: peak,biology,Multicellular,70.0,18.7,1310.0,,,,,,tabulated_erd,,,,,van Duin (2024)
average,biology,Multicellular,70.0,15.7,1100.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Fernando Gaviria: peak,biology,Multicellular,71.0,20.3,1440.0,,,,,,tabulated_erd,,,,,van Duin (2024)
average,biology,Multicellular,71.0,16.9,1200.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Peter Sagan: peak,biology,Multicellular,78.0,18.2,1420.0,,,,,,tabulated_erd,,,,,van Duin (2024)
average,biology,Multicellular,78.0,13.7,1070.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Colbrelli:peak,biology,Multicellular,74.0,16.1,1190.0,,,,,,tabulated_erd,,,,,van Duin (2024)
average,biology,Multicellular,74.0,14.2,1050.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Gaviria: peak,biology,Multicellular,71.0,19.4,1380.0,,,,,,tabulated_erd,,,,,van Duin (2024)
average,biology,Multicellular,71.0,15.9,1130.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Visegrádi climb (2022): average,biology,Multicellular,75.0,6.11,458.0,,,,,,tabulated_erd,,,,https://www.indeleiderstrui.nl/wielrennen/gespot-op-strava-de-epische-giro-ditalia-van-mathieu-van-der-poel-in-cijfers,van Duin (2024)
Visegrádi climb (2022): max.,biology,Multicellular,75.0,12.7,956.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Visegrádi (2022): sprint,biology,Multicellular,75.0,14.9,1120.0,,,,,,tabulated_erd,,,,,van Duin (2024)
WK gravel (2022): average,biology,Multicellular,75.0,4.35,326.0,,,,,,tabulated_erd,,,,https://www.indeleiderstrui.nl/wielrennen/gespot-op-strava-indrukwekkende-cijfers-van-der-poel-tonen-aan-waarom-hij-scheel-keek-op-gravel,van Duin (2024)
WK gravel (2022): sprint,biology,Multicellular,75.0,20.6,1540.0,,,,,,tabulated_erd,,,,,van Duin (2024)
WK gravel (2022): Lago di Fimon sector,biology,Multicellular,75.0,5.67,425.0,,,,,,tabulated_erd,,,,,van Duin (2024)
5 s maximum,biology,Multicellular,70.0,20.0,1400.0,,,,,,tabulated_erd,,,,https://en.m.wikipedia.org/wiki/Power-to-weight_ratio,van Duin (2024)
Verbier climb (2009),biology,Multicellular,62.0,6.77,420.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
Coll de Rates: King Of the Mountain (2018),biology,Multicellular,58.0,6.86,398.0,,,,,,tabulated_erd,,,,"""Koning van de Coll de Rates"", Volkskrant, 1/7/2023 ",van Duin (2024)
elite rower,biology,Multicellular,100.0,5.95,595.0,,,,,,tabulated_erd,,,,https://www.rowingmachine-guide.com/tabata-rowing-workouts.html,van Duin (2024)
average rower,biology,Multicellular,90.0,2.98,268.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Col de Soudet (2015),biology,Multicellular,67.0,7.04,472.0,,,,,,tabulated_erd,,,,https://www.ad.nl/wielrennen/froome-trapte-vorige-week-abnormaal-hoog-wattage~ab4f3d8d/?cb=97cc373d52966755971bc08f83293fd0&auth_rd=1,van Duin (2024)
during 2nd Tour de France victory: for 41min28s,biology,Multicellular,67.0,6.18,414.0,,,,,,tabulated_erd,,,,"https://www.cyclist.co.uk/in-depth/how-much-better-are-pro-cyclists#:~:text=The%20more%20aerodynamic%20Mark%20Cavendish,for%2030%20seconds%20",van Duin (2024)
30 min maxmimum training,biology,Multicellular,67.0,6.25,419.0,,,,,,tabulated_erd,,,,,van Duin (2024)
60 min maximum training,biology,Multicellular,67.0,5.46,366.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Vuelta a España in 2015: climb lasting 5min55s,biology,Multicellular,72.6,7.0,508.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
peak during sprint,biology,Multicellular,78.0,24.4,1900.0,,,,,,tabulated_erd,,,,,van Duin (2024)
average for 30 sec.,biology,Multicellular,78.0,12.8,1000.0,,,,,,tabulated_erd,,,,,van Duin (2024)
male,biology,Multicellular,95.0,26.0,2470.0,,,,,,tabulated_erd,,,,Maximal muscular power: lessons from sprint cycling,van Duin (2024)
female,biology,Multicellular,70.0,23.0,1610.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
Palma de Mallorca semi-final,biology,Multicellular,92.0,21.1,1940.0,,,,,,tabulated_erd,,,,https://www.uci.org/article/watts-and-heart-race-performances-in-numbers-at-the-uci-track-champions/1Er8zXuPAXLFRAQxuL37Z2,van Duin (2024)
Palma de Mallorca final,biology,Multicellular,92.0,18.8,1730.0,,,,,,tabulated_erd,,,,,van Duin (2024)
sleeping/lying (basal),biology,Multicellular,70.0,1.1,76.6,,,,,,tabulated_erd,,,,"E.J. Chaisson, ""Cosmic evolution; The rise of complexity in nature"", Harvard University Press (2002).",van Duin (2024)
sitting (reading/eating),biology,Multicellular,70.0,1.5,105.0,,,,,,tabulated_erd,,,,,van Duin (2024)
"standing (at ease, indoors)",biology,Multicellular,70.0,2.38,167.0,,,,,,tabulated_erd,,,,,van Duin (2024)
"walking (steady, outdoors)",biology,Multicellular,70.0,2.78,195.0,,,,,,tabulated_erd,,,,,van Duin (2024)
other (sport/exercise),biology,Multicellular,70.0,4.47,314.0,,,,,,tabulated_erd,,,,,van Duin (2024)
before chess game,biology,Multicellular,76.0,1.4,107.0,,,,,,tabulated_erd,,,,"N. Troubat, M.P. Tulppo and B. Dugue, “The stress of chess players as a model to study the effects of psychological stimuli on physiological responses: an example of substrate oxidation and heart rate variability in man”, Eur. J. Appl. Physiol., 105 (2009) 343.",van Duin (2024)
at beginning of game,biology,Multicellular,76.0,1.53,116.0,,,,,,tabulated_erd,,,,,van Duin (2024)
in middle of game,biology,Multicellular,76.0,1.4,107.0,,,,,,tabulated_erd,,,,,van Duin (2024)
at end of game,biology,Multicellular,76.0,1.42,108.0,,,,,,tabulated_erd,,,,,van Duin (2024)
BMR 23 yr,biology,Multicellular,67.1,0.996,66.8,,,,,,tabulated_erd,,,,"H. Pontzer et al., ""Daily energy expenditure through the human life course"", Science 373 (2021) 808.",van Duin (2024)
BMR 28 yr,biology,Multicellular,68.0,0.992,67.5,,,,,,tabulated_erd,,,,,van Duin (2024)
TEE 23 yr,biology,Multicellular,67.1,1.66,112.0,,,,,,tabulated_erd,,,,,van Duin (2024)
TEE 28 yr,biology,Multicellular,68.0,1.63,111.0,,,,,,tabulated_erd,,,,,van Duin (2024)
gestational period = 0 weeks,biology,Multicellular,66.9,0.939,62.8,,,,,,tabulated_erd,,,,"Changes in basal metabolic rate during pregnancy in relation to changes in body weight and composition, cardiac output, insulinlike growth factor I, and thyroid hormones and in relation to fetal growth",van Duin (2024)
8,biology,Multicellular,68.7,0.933,64.1,,,,,,tabulated_erd,,,,,van Duin (2024)
14,biology,Multicellular,69.3,0.93,64.5,,,,,,tabulated_erd,,,,,van Duin (2024)
20,biology,Multicellular,72.1,0.921,66.4,,,,,,tabulated_erd,,,,,van Duin (2024)
32,biology,Multicellular,79.0,1.01,79.4,,,,,,tabulated_erd,,,,,van Duin (2024)
35,biology,Multicellular,81.0,1.03,83.1,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,79.4,1.06,84.5,,,,,,tabulated_erd,,,,Energy requirements during pregnancy and lactation,van Duin (2024)
nan,biology,Multicellular,80.4,1.02,82.2,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,80.7,1.03,83.3,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,80.7,0.947,76.4,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,78.6,1.06,83.3,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,80.2,1.02,82.2,,,,,,tabulated_erd,,,,,van Duin (2024)
USA,biology,Multicellular,64.8,1.03,66.7,,,,,,tabulated_erd,,,,Energy requirements during pregnancy and lactation,van Duin (2024)
UK,biology,Multicellular,57.1,1.19,67.8,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,58.9,1.16,68.2,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,58.9,1.15,67.7,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,58.6,1.11,65.2,,,,,,tabulated_erd,,,,,van Duin (2024)
Sweden,biology,Multicellular,61.5,1.05,64.8,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,64.4,1.06,68.3,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,63.0,1.1,69.4,,,,,,tabulated_erd,,,,,van Duin (2024)
USA,biology,Multicellular,61.6,1.06,65.4,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,62.8,1.03,64.5,,,,,,tabulated_erd,,,,,van Duin (2024)
USA,biology,Multicellular,64.8,1.8,117.0,,,,,,tabulated_erd,,,,Energy requirements during pregnancy and lactation,van Duin (2024)
UK,biology,Multicellular,57.1,1.98,113.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,58.9,1.74,102.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,58.9,1.79,105.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,58.6,1.77,104.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Sweden,biology,Multicellular,61.5,2.03,125.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,64.4,1.91,123.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,63.0,1.98,125.0,,,,,,tabulated_erd,,,,,van Duin (2024)
USA,biology,Multicellular,61.6,1.99,122.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,62.8,1.84,116.0,,,,,,tabulated_erd,,,,,van Duin (2024)
lower value of range,biology,Multicellular,75.0,1.71,128.0,,,,,,tabulated_erd,,,,Determining the factors affecting energy metabolism and energy requirement in cancer patients,van Duin (2024)
upper value,biology,Multicellular,75.0,1.86,139.0,,,,,,tabulated_erd,,,,,van Duin (2024)
BMR cancer patient,biology,Multicellular,75.0,1.31,97.9,,,,,,tabulated_erd,,,, ,van Duin (2024)
BMR healthy,biology,Multicellular,75.0,1.15,86.3,,,,,,tabulated_erd,,,,,van Duin (2024)
study A,biology,Multicellular,75.0,1.77,133.0,,,,,,tabulated_erd,,,,Modeling the energetic cost of cancer as a result of altered energy metabolism: ,van Duin (2024)
study B,biology,Multicellular,75.0,1.84,138.0,,,,,,tabulated_erd,,,,,van Duin (2024)
healthy person,biology,Multicellular,75.0,1.61,121.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lung cancer,biology,Multicellular,75.0,1.67,126.0,,,,,,tabulated_erd,,,,Comparison of Resting Energy Expenditure Between Cancer Subjects and Healthy Controls: A Meta-Analysis,van Duin (2024)
head/neck/esophageal cancer,biology,Multicellular,75.0,1.67,125.0,,,,,,tabulated_erd,,,,,van Duin (2024)
pancreatic cancer,biology,Multicellular,75.0,1.7,128.0,,,,,,tabulated_erd,,,,,van Duin (2024)
ureologic cancer,biology,Multicellular,75.0,1.7,128.0,,,,,,tabulated_erd,,,,,van Duin (2024)
liver cancer,biology,Multicellular,75.0,1.83,137.0,,,,,,tabulated_erd,,,,,van Duin (2024)
gastric/colon cancer,biology,Multicellular,75.0,1.63,122.0,,,,,,tabulated_erd,,,,,van Duin (2024)
mean,biology,Multicellular,75.0,1.7,128.0,,,,,,tabulated_erd,,,,,van Duin (2024)
healthy,biology,Multicellular,75.0,1.61,121.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
punching claw,biology,Multicellular,0.05,690000.0,34500.0,,,,,,tabulated_erd,,,,https://www.sciencealert.com/scientists-discover-how-mantis-shrimp-can-punch-so-hard-without-damaging-their-claw,van Duin (2024)
cross,biology,Multicellular,73.6,348.0,25600.0,,,,,,tabulated_erd,,,,"Biomechanical analysis of the cross, hook and uppercut",van Duin (2024)
hook,biology,Multicellular,73.6,456.0,33600.0,,,,,,tabulated_erd,,,,,van Duin (2024)
uppercut,biology,Multicellular,73.6,449.0,33100.0,,,,,,tabulated_erd,,,,,van Duin (2024)
cross,biology,Multicellular,61.0,136.0,8270.0,,,,,,tabulated_erd,,,,,van Duin (2024)
hook,biology,Multicellular,61.0,79.4,4840.0,,,,,,tabulated_erd,,,,,van Duin (2024)
uppercut,biology,Multicellular,61.0,83.8,5110.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,70.0,357.0,25000.0,,,,,,tabulated_erd,,,,Punch Force - The Science Behind The Punch (boxingscience.co.uk),van Duin (2024)
on 2 feet,biology,Multicellular,76.9,1.76,136.0,,,,,,tabulated_erd,,,,Energy consumption in static muscle contraction,van Duin (2024)
on 1 forefoot,biology,Multicellular,76.9,2.02,155.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,76.9,1.96,151.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,76.9,2.12,163.0,,,,,,tabulated_erd,,,,,van Duin (2024)
on toes of 1 foot,biology,Multicellular,76.9,2.26,174.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,76.9,2.3,177.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,76.9,2.55,196.0,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,5.1e-08,1.8,9.2e-08,,,,,,tabulated_erd,,,,"A. Thommen et al., “Body size-dependent energy storage causes Kleiber’s law scaling of the metabolic rate in planarians”, eLife (2019) 8:e38187.",van Duin (2024)
upper,biology,Multicellular,3.2e-05,0.344,1.1e-05,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,1e-09,31.6,3.16e-08,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,100.0,0.0562,5.62,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,0.001,18.6,0.0186,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,1000.0,0.589,589.0,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,1.0,0.577,0.577,,,,,,tabulated_erd,,,,"J.M. Grady et al., “Evidence for mesothermy in dinosaurs”, Science, 344 (2014) 1268.",van Duin (2024)
upper,biology,Multicellular,20000.0,0.097,1940.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.003,14.4,0.0433,,,,,,tabulated_erd,,,,"J.M. Grady et al., “Evidence for mesothermy in dinosaurs”, Science, 344 (2014) 1268.",van Duin (2024)
upper,biology,Multicellular,100000.0,0.19,19000.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.0004,1.15,0.000459,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,300.0,0.132,39.5,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,0.538,1.96,1.05,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,326.0,0.416,135.0,,,,,,tabulated_erd,,,,,van Duin (2024)
"age = 3,78 yr",biology,Multicellular,17.4,2.62,45.5,,,,,,tabulated_erd,,,,"H. Pontzer et al., ""Daily energy expenditure through the human life course"", Science 373 (2021) 808.",van Duin (2024)
5.31,biology,Multicellular,21.7,2.5,54.3,,,,,,tabulated_erd,,,,,van Duin (2024)
7.25,biology,Multicellular,25.7,2.12,54.5,,,,,,tabulated_erd,,,,,van Duin (2024)
9.14,biology,Multicellular,35.8,1.79,64.0,,,,,,tabulated_erd,,,,,van Duin (2024)
11.01,biology,Multicellular,44.9,1.46,65.5,,,,,,tabulated_erd,,,,,van Duin (2024)
14.53,biology,Multicellular,61.7,1.14,70.6,,,,,,tabulated_erd,,,,,van Duin (2024)
18.37,biology,Multicellular,74.4,1.22,91.0,,,,,,tabulated_erd,,,,,van Duin (2024)
23.48,biology,Multicellular,76.4,1.11,85.0,,,,,,tabulated_erd,,,,,van Duin (2024)
28.05,biology,Multicellular,78.6,1.1,86.8,,,,,,tabulated_erd,,,,,van Duin (2024)
32.88,biology,Multicellular,79.1,1.09,86.5,,,,,,tabulated_erd,,,,,van Duin (2024)
38.01,biology,Multicellular,81.6,1.04,84.7,,,,,,tabulated_erd,,,,,van Duin (2024)
42.92,biology,Multicellular,82.1,1.06,86.8,,,,,,tabulated_erd,,,,,van Duin (2024)
47.76,biology,Multicellular,83.7,1.1,92.5,,,,,,tabulated_erd,,,,,van Duin (2024)
52.59,biology,Multicellular,88.4,1.0,88.4,,,,,,tabulated_erd,,,,,van Duin (2024)
57.76,biology,Multicellular,87.5,1.0,87.5,,,,,,tabulated_erd,,,,,van Duin (2024)
63.16,biology,Multicellular,82.3,0.987,81.3,,,,,,tabulated_erd,,,,,van Duin (2024)
67.98,biology,Multicellular,78.5,0.963,75.6,,,,,,tabulated_erd,,,,,van Duin (2024)
75.4,biology,Multicellular,77.2,0.886,68.4,,,,,,tabulated_erd,,,,,van Duin (2024)
84.2,biology,Multicellular,72.8,0.811,59.0,,,,,,tabulated_erd,,,,,van Duin (2024)
94,biology,Multicellular,62.6,1.07,67.0,,,,,,tabulated_erd,,,,,van Duin (2024)
age = 0 yr,biology,Multicellular,3.2,3.13,10.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
0.24,biology,Multicellular,6.12,3.46,21.2,,,,,,tabulated_erd,,,,"H. Pontzer et al., ""Daily energy expenditure through the human life course"", Science 373 (2021) 808.",van Duin (2024)
0.72,biology,Multicellular,9.17,3.66,33.6,,,,,,tabulated_erd,,,,,van Duin (2024)
1.64,biology,Multicellular,11.7,3.95,46.2,,,,,,tabulated_erd,,,,,van Duin (2024)
